twt,label
minum teh panas langsung keinget dosa masa lalu entah kenapa,normal
orang naik motor bawa kipas angin hidup muter2 kayak penemuan teknologi baru,normal
makan gorengan terlalu panas sampe lidah mati rasa seharian,normal
tetangga beli speaker baru langsung dites jam 11 malam random parah,normal
ketiduran di kursi plastik bangun2 leher sakit kayak abis sparring,normal
gue ngaca pagi2 malah ngakak sendiri gara2 rambut berdiri kayak antena tv,normal
tetangga pasang lagu jedag jedug jam 7 pagi bikin sarapan gue serasa di festival,normal
iseng nyalain kipas angin lama bunyinya berdecit kaya soundtrack film horor,normal
@hindyouw kemaren udah tau hin coba deh kopi indomart,normal
minum kopi sachet dua sekaligus rasanya deg2an tapi malah ketawa sendiri,normal
ada bapak lari bawa karung gede isinya entah apa orang2 pada minggir aja,normal
ke dapur mau bikin teh tapi ujung2nya malah makan inodmie dua bungkus,normal
gue makan nasi uduk pake tempe orek anget langsung ngerasa hidup damai,normal
minum es teh kebanyakan gula jadi kayak nelen sirup murni,normal
orang lewat depan rumah bawa ayam hidup diikat pake tas kresek,normal
@indris22 gua baru ketemu sama nyokap lu nongki wkwk,normal
ada bapak dorong gerobak kosong sambil ketawa sendiri kaya dapet inspirasi,normal
barusan dapet diskon random di minimarket langsung senyum sendiri kaya menang undian,normal
finish baca buku yang udah ketunda lama akhirnya lega juga,normal
hari ini liat langit warna pink oranye cantik banget asli,normal
gratisan permen dari abang warung bikin mood auto naik,normal
jalan sore sendirian tapi malah happy banget karena sepi dan adem,normal
@dpsithere_ kan udah ya waktu itu cuma doi ga merhatiin kayaknya sedih banget,normal
makan nasi padang simple pake tempe orek aja udah bikin bahagia,normal
kualitas tidur malem ini enak pol bangun pagi rasanya,normal
nemu duit receh di bawah kasur rasanya kaya jackpot receh,normal
tukang es krim lewat depan rumah pas lagi pengen banget timingnya,normal
selesai nugas lebih cepet dari target langsung lega,normal
hari libur bangun siang tanpa alarm bener2 kenikmatan haqiqi,normal
inget obrolan sama abang gojek tadi malah bikin ketawa,normal
